team_id,team,gameweek,o_rating_season,d_rating_season,o_rating_psix,d_rating_psix
0,Arsenal,7,1071.251248068724,0.7015127097704646,1071.251248068724,0.7015127097704646
1,Aston Villa,7,1566.9924930100733,1.050783405996627,1566.9924930100733,1.050783405996627
2,Bournemouth,7,887.2007179736714,1.0790786161691002,887.2007179736714,1.0790786161691002
3,Brentford,7,1099.6414403059152,0.9739781924854136,1099.6414403059152,0.9739781924854136
4,Brighton,7,1378.133436214146,1.225109203839469,1378.133436214146,1.225109203839469
5,Burnley,7,415.5583880917428,0.7181117832884214,415.5583880917428,0.7181117832884214
6,Chelsea,7,1214.3587222660012,0.7094984190592177,1214.3587222660012,0.7094984190592177
7,Crystal Palace,7,676.4782984271349,0.7204693952183139,676.4782984271349,0.7204693952183139
8,Everton,7,839.0244437101542,1.069409487315408,839.0244437101542,1.069409487315408
9,Fulham,7,802.1965600067625,1.3567832739255403,802.1965600067625,1.3567832739255403
10,Liverpool,7,1412.0380833152767,0.6921944710510088,1412.0380833152767,0.6921944710510088
11,Luton,7,623.7339280076563,1.0202376206864383,623.7339280076563,1.0202376206864383
12,Manchester City,7,1405.6740902501265,0.5987018988733243,1405.6740902501265,0.5987018988733243
13,Manchester United,7,947.0233274415806,1.0786776963913414,947.0233274415806,1.0786776963913414
14,Newcastle United,7,1214.3716291104545,0.4979100474505057,1214.3716291104545,0.4979100474505057
15,Nottingham Forest,7,689.0348713504821,0.9728973593890624,689.0348713504821,0.9728973593890624
16,Sheffield United,7,569.7923238902591,1.714059199283632,569.7923238902591,1.714059199283632
17,Tottenham,7,1369.2736944193657,1.2446518313618316,1369.2736944193657,1.2446518313618316
18,West Ham,7,1111.829453287038,1.315352340638322,1111.829453287038,1.315352340638322
19,Wolverhampton Wanderers,7,820.9565101160023,1.5671296858484975,820.9565101160023,1.5671296858484975
0,Arsenal,8,1474.7307264947924,0.6486707893940886,1400.7738401926,0.5995526055867638
1,Aston Villa,8,1534.1105552228184,0.9520399607674156,1247.989798914438,0.7750262528797609
2,Bournemouth,8,1016.1879161051784,1.2474940802039716,889.0422548898387,1.279173892128637
3,Brentford,8,1288.806194620615,0.8751965777455567,1085.0093708708498,0.9617552466521596
4,Brighton,8,1429.8969329705296,1.1154876032917191,1165.8122159035,1.106929070491739
5,Burnley,8,665.7631678765405,1.0232844333062767,653.4799099466418,1.0704568320936656
6,Chelsea,8,1277.7244628020244,0.7234579064053535,1044.5364488560735,0.770279403715312
7,Crystal Palace,8,868.6596512547159,0.7513013190318516,764.943833294763,0.8038291603972438
