id,goals,own_goals,shots,xG,time,player_id,understat_team_id,position,player,h_a,yellow_card,red_card,roster_in,roster_out,key_passes,assists,xA,xGChain,xGBuildup,positionOrder,fixture_id,team_id,team_name,h_xg,a_xg,team_xG,xGI,gameweek,penalty,npxG,npxGI
604407,1,0,2,0.6732882261276245,90,6885,80,DC,Axel Disasi,h,0,0,0,0,0,0,0.0,0.9005272388458252,0.9005272388458252,3,22283,6,Chelsea,1.93258,1.29994,1.93258,0.6732882261276245,1,0,0.6732882261276245,0.6732882261276245
604409,0,0,1,0.0285643395036458,83,8067,80,DMR,Reece James,h,0,0,604416,0,2,0,0.5029239058494568,0.826264500617981,0.826264500617981,5,22283,6,Chelsea,1.93258,1.29994,1.93258,0.5314882453531027,1,0,0.0285643395036458,0.5314882453531026
604410,0,0,1,0.2646189630031585,90,782,80,DML,Ben Chilwell,h,0,0,604417,0,1,1,0.5630566477775574,0.5142212510108948,0.2496022582054138,6,22283,6,Chelsea,1.93258,1.29994,1.93258,0.8276756107807159,1,0,0.2646189630031585,0.8276756107807159
604411,0,0,1,0.0742627456784248,90,11356,80,MC,Enzo Fernández,h,1,0,0,0,2,0,0.3748505413532257,0.841805636882782,0.7675428986549377,9,22283,6,Chelsea,1.93258,1.29994,1.93258,0.4491132870316505,1,0,0.0742627456784248,0.4491132870316505
604412,0,0,0,0.0,90,9040,80,MC,Conor Gallagher,h,0,0,0,0,0,0,0.0,0.577186644077301,0.577186644077301,9,22283,6,Chelsea,1.93258,1.29994,1.93258,0.0,1,0,0.0,0.0
604414,0,0,0,0.0,88,618,80,AMC,Raheem Sterling,h,0,0,604419,0,1,0,0.0742627456784248,0.841805636882782,0.7675428986549377,12,22283,6,Chelsea,1.93258,1.29994,1.93258,0.0742627456784248,1,0,0.0,0.0742627456784248
604413,0,0,0,0.0,88,9356,80,AMC,Carney Chukwuemeka,h,1,0,604418,0,0,0,0.0,0.0742627456784248,0.0742627456784248,12,22283,6,Chelsea,1.93258,1.29994,1.93258,0.0,1,0,0.0,0.0
604415,0,0,4,0.8439493179321289,90,10048,80,FW,Nicolas Jackson,h,1,0,0,0,0,0,0.0,0.8439493179321289,0.0,15,22283,6,Chelsea,1.93258,1.29994,1.93258,0.8439493179321289,1,0,0.8439493179321289,0.8439493179321289
604417,0,0,0,0.0,1,9451,80,Sub,Chimuanya Ugochukwu,h,0,0,0,604410,0,0,0.0,0.0,0.0,17,22283,6,Chelsea,1.93258,1.29994,1.93258,0.0,1,0,0.0,0.0
604418,0,0,0,0.0,2,11807,80,Sub,Ian Maatsen,h,0,0,0,604413,0,0,0.0,0.0,0.0,17,22283,6,Chelsea,1.93258,1.29994,1.93258,0.0,1,0,0.0,0.0
