id,goals,own_goals,shots,xG,time,player_id,understat_team_id,position,player,h_a,yellow_card,red_card,roster_in,roster_out,key_passes,assists,xA,xGChain,xGBuildup,positionOrder,fixture_id,team_id,team_name,h_xg,a_xg,team_xG,xGI,gameweek,penalty_attempt,penalty_scored,npxG,npxGI
671523,0,0,1,0.0827767774462699,76,8780,220,DR,Joël Veltman,a,0,0,671533,0,0,0,0.0,0.1765810847282409,0.0938042998313903,2,26622,4,Brighton,2.28613,1.76559,1.76559,0.0827767774462699,3,0,0,0.0827767774462699,0.0827767774462699
671524,0,0,2,0.0628033429384231,90,10807,220,DC,Jan Paul van Hecke,a,0,0,0,0,0,0,0.0,0.1973278224468231,0.180098220705986,3,26622,4,Brighton,2.28613,1.76559,1.76559,0.0628033429384231,3,0,0,0.0628033429384231,0.0628033429384231
671525,0,0,0,0.0,90,6048,220,DC,Lewis Dunk,a,0,0,0,0,2,0,0.3552730679512024,0.7594560980796814,0.7411687970161438,3,26622,4,Brighton,2.28613,1.76559,1.76559,0.3552730679512024,3,0,0,0.0,0.3552730679512024
671526,0,0,3,0.1429234594106674,90,11269,220,DL,Jack Hinshelwood,a,0,0,0,0,1,0,0.0426068231463432,0.573713481426239,0.5170839428901672,4,26622,4,Brighton,2.28613,1.76559,1.76559,0.1855302825570106,3,0,0,0.1429234594106674,0.1855302825570106
671528,0,0,0,0.0,16,489,220,DMC,James Milner,a,0,0,671536,0,0,0,0.0,0.0,0.0,7,26622,4,Brighton,2.28613,1.76559,1.76559,0.0,3,0,0,0.0,0.0
671527,0,0,4,0.1313661485910415,90,10527,220,DMC,Carlos Baleba,a,0,0,0,0,1,0,0.0172295998781919,0.430596649646759,0.2820008993148803,7,26622,4,Brighton,2.28613,1.76559,1.76559,0.1485957484692335,3,0,0,0.1313661485910415,0.1485957484692335
671529,0,0,2,0.3489913642406463,76,12759,220,AMR,Yankuba Minteh,a,1,0,671534,0,0,0,0.0,0.4427956640720367,0.0938042998313903,11,26622,4,Brighton,2.28613,1.76559,1.76559,0.3489913642406463,3,0,0,0.3489913642406463,0.3489913642406463
671530,1,0,1,0.4235240817070007,90,8272,220,AMC,João Pedro,a,1,0,0,0,1,0,0.0120056066662073,0.5498666167259216,0.1263425499200821,12,26622,4,Brighton,2.28613,1.76559,1.76559,0.435529688373208,3,0,0,0.4235240817070007,0.435529688373208
671531,0,0,1,0.0451700836420059,89,10806,220,AML,Kaoru Mitoma,a,0,0,671537,0,2,0,0.180098220705986,0.2545035183429718,0.1230395063757896,13,26622,4,Brighton,2.28613,1.76559,1.76559,0.2252683043479919,3,0,0,0.0451700836420059,0.2252683043479919
671532,0,0,1,0.0426068231463432,89,501,220,FW,Danny Welbeck,a,0,0,671535,0,0,0,0.0,0.0,0.0,15,26622,4,Brighton,2.28613,1.76559,1.76559,0.0426068231463432,3,0,0,0.0426068231463432,0.0426068231463432
671534,0,0,3,0.2743485271930694,14,6937,220,Sub,Georginio Rutter,a,0,0,0,671529,0,0,0.0,0.2285933494567871,0.0,17,26622,4,Brighton,2.28613,1.76559,1.76559,0.2743485271930694,3,0,0,0.2743485271930694,0.2743485271930694
671537,0,0,0,0.0,1,11710,220,Sub,Simon Adingra,a,0,0,0,671531,0,0,0.0,0.0280430186539888,0.0280430186539888,17,26622,4,Brighton,2.28613,1.76559,1.76559,0.0,3,0,0,0.0,0.0
671535,0,0,0,0.0,1,11058,220,Sub,Julio Enciso,a,0,0,0,671532,2,0,0.2144253849983215,0.18819659948349,0.0,17,26622,4,Brighton,2.28613,1.76559,1.76559,0.2144253849983215,3,0,0,0.0,0.2144253849983215
671533,0,0,2,0.0340739674866199,14,5136,220,Sub,Estupiñán,a,0,0,0,671523,2,0,0.0913289338350296,0.2132713943719864,0.2054262012243271,17,26622,4,Brighton,2.28613,1.76559,1.76559,0.1254029013216495,3,0,0,0.0340739674866199,0.1254029013216495
671536,0,0,2,0.3777203261852264,74,11385,220,Sub,Yasin Ayari,a,0,0,0,671528,1,0,0.038342211395502,0.7983208894729614,0.3822583556175232,17,26622,4,Brighton,2.28613,1.76559,1.76559,0.4160625375807285,3,0,0,0.3777203261852264,0.4160625375807285
672427,0,0,0,0.0,90,9098,80,GK,Robert Sánchez,h,0,0,0,0,0,0,0.0,0.0214617606252431,0.0214617606252431,1,26630,5,Chelsea,2.9782,0.45345,2.9782,0.0,3,0,0,0.0,0.0
672428,0,0,1,0.0220333486795425,77,9017,80,DR,Malo Gusto,h,0,0,672440,0,0,0,0.0,0.4004024565219879,0.3783690929412842,2,26630,5,Chelsea,2.9782,0.45345,2.9782,0.0220333486795425,3,0,0,0.0220333486795425,0.0220333486795425
672430,0,0,2,0.5072240829467773,90,10805,80,DC,Levi Colwill,h,0,0,0,0,0,0,0.0,1.3057769536972046,1.3057769536972046,3,26630,5,Chelsea,2.9782,0.45345,2.9782,0.5072240829467773,3,0,0,0.5072240829467773,0.5072240829467773
672429,0,0,0,0.0,90,7589,80,DC,Wesley Fofana,h,1,0,0,0,2,0,0.3351514041423797,0.3351514041423797,0.0298467818647623,3,26630,5,Chelsea,2.9782,0.45345,2.9782,0.3351514041423797,3,0,0,0.0,0.3351514041423797
672431,0,0,0,0.0,90,7134,80,DL,Marc Cucurella,h,0,0,0,0,0,0,0.0,0.3566131591796875,0.3566131591796875,4,26630,5,Chelsea,2.9782,0.45345,2.9782,0.0,3,0,0,0.0,0.0
672433,0,0,0,0.0,90,9453,80,DMC,Moisés Caicedo,h,0,0,0,0,0,0,0.0,0.4391568899154663,0.4391568899154663,7,26630,5,Chelsea,2.9782,0.45345,2.9782,0.0,3,0,0,0.0,0.0
672432,0,0,0,0.0,90,11356,80,DMC,Enzo Fernández,h,0,0,0,0,1,0,0.0214617606252431,0.0214617606252431,0.0,7,26630,5,Chelsea,2.9782,0.45345,2.9782,0.0214617606252431,3,0,0,0.0,0.0214617606252431
672434,0,0,3,0.8514624238014221,89,11357,80,AMR,Noni Madueke,h,0,0,672438,0,0,0,0.0,1.3489946126937866,1.0004723072052002,11,26630,5,Chelsea,2.9782,0.45345,2.9782,0.8514624238014221,3,0,0,0.8514624238014221,0.8514624238014221
672435,0,0,2,0.0802133381366729,90,8497,80,AMC,Cole Palmer,h,1,0,0,0,5,1,1.5431007146835327,1.0657234191894531,0.0298467818647623,12,26630,5,Chelsea,2.9782,0.45345,2.9782,1.6233140528202057,3,0,0,0.0802133381366729,1.6233140528202057
672436,0,0,0,0.0,61,6382,80,AML,Pedro Neto,h,1,0,672439,0,0,0,0.0,0.0,0.0,13,26630,5,Chelsea,2.9782,0.45345,2.9782,0.0,3,0,0,0.0,0.0
672437,1,0,4,1.4950354099273682,90,10048,80,FW,Nicolas Jackson,h,1,0,0,0,0,0,0.0,1.4950354099273682,0.0,15,26630,5,Chelsea,2.9782,0.45345,2.9782,1.4950354099273682,3,0,0,1.4950354099273682,1.4950354099273682
672439,0,0,1,0.0214617606252431,29,7892,80,Sub,João Félix,h,0,0,0,672436,0,0,0.0,0.0822495371103286,0.0607877746224403,17,26630,5,Chelsea,2.9782,0.45345,2.9782,0.0214617606252431,3,0,0,0.0214617606252431,0.0214617606252431
672440,0,0,0,0.0,13,11305,80,Sub,Mykhailo Mudryk,h,0,0,0,672428,1,0,0.4049436748027801,0.4049436748027801,0.0,17,26630,5,Chelsea,2.9782,0.45345,2.9782,0.4049436748027801,3,0,0,0.0,0.4049436748027801
672438,0,0,0,0.0,1,3300,80,Sub,Christopher Nkunku,h,0,0,0,672434,1,0,0.0607877746224403,0.0607877746224403,0.0607877746224403,17,26630,5,Chelsea,2.9782,0.45345,2.9782,0.0607877746224403,3,0,0,0.0,0.0607877746224403
672441,0,0,0,0.0,90,7702,78,GK,Dean Henderson,a,0,0,0,0,0,0,0.0,0.0,0.0,1,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0,3,0,0,0.0,0.0
672442,0,0,0,0.0,90,8430,78,DC,Chris Richards,a,0,0,0,0,0,0,0.0,0.0,0.0,3,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0,3,0,0,0.0,0.0
672443,0,0,0,0.0,90,7603,78,DC,Marc Guehi,a,0,0,0,0,0,0,0.0,0.0,0.0,3,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0,3,0,0,0.0,0.0
672444,0,0,0,0.0,90,603,78,DC,Nathaniel Clyne,a,0,0,0,0,0,0,0.0,0.0,0.0,3,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0,3,0,0,0.0,0.0
672445,0,0,0,0.0,90,12408,78,DMR,Daniel Muñoz,a,1,0,0,0,1,0,0.0603619180619716,0.1550492942333221,0.0946873724460601,5,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0603619180619716,3,0,0,0.0,0.0603619180619716
672446,0,0,1,0.103780098259449,90,8214,78,DML,Tyrick Mitchell,a,0,0,0,0,0,0,0.0,0.0761642381548881,0.0761642381548881,6,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.103780098259449,3,0,0,0.103780098259449,0.103780098259449
672447,0,0,1,0.0204970818012952,90,12409,78,MC,Adam Wharton,a,0,0,0,0,1,0,0.0534110851585865,0.0204970818012952,0.0,9,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0739081669598817,3,0,0,0.0204970818012952,0.0739081669598817
672448,0,0,0,0.0,53,6104,78,MC,Will Hughes,a,1,0,672453,0,0,0,0.0,0.0,0.0,9,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0,3,0,0,0.0,0.0
672450,1,0,3,0.1470447331666946,90,8706,78,AMC,Eberechi Eze,a,0,0,0,0,1,0,0.0353318527340889,0.1095221415162086,0.0,12,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.1823765859007835,3,0,0,0.1470447331666946,0.1823765859007835
672449,0,0,2,0.1011942997574806,90,6145,78,AMC,Daichi Kamada,a,0,0,672452,0,1,0,0.0204970818012952,0.121691383421421,0.0204970818012952,12,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.1216913815587759,3,0,0,0.1011942997574806,0.1216913815587759
672451,0,0,1,0.0353318527340889,72,5735,78,FW,Jean-Philippe Mateta,a,0,0,672454,0,0,0,0.0,0.0353318527340889,0.0,15,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0353318527340889,3,0,0,0.0353318527340889,0.0353318527340889
672453,0,0,1,0.0534110851585865,37,8666,78,Sub,Cheick Oumar Doucoure,a,0,0,0,672448,0,0,0.0,0.0603619180619716,0.0603619180619716,17,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0534110851585865,3,0,0,0.0534110851585865,0.0534110851585865
672454,0,0,0,0.0,18,5675,78,Sub,Ismaila Sarr,a,0,0,0,672451,3,0,0.2188027650117874,0.1150226667523384,0.0,17,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.2188027650117874,3,0,0,0.0,0.2188027650117874
672452,0,0,0,0.0,1,757,78,Sub,Jeffrey Schlupp,a,0,0,0,672449,0,0,0.0,0.0741902887821197,0.0741902887821197,17,26630,6,Crystal Palace,2.9782,0.45345,0.45345,0.0,3,0,0,0.0,0.0
671751,0,0,0,0.0,90,741,72,GK,Jordan Pickford,h,0,0,0,0,0,0,0.0,0.1585199981927871,0.1585199981927871,1,26624,7,Everton,2.54453,2.23478,2.54453,0.0,3,0,0,0.0,0.0
671752,0,0,1,0.4752198457717895,90,585,72,DR,Seamus Coleman,h,0,0,0,0,0,0,0.0,1.1356315612792969,0.6604117155075073,2,26624,7,Everton,2.54453,2.23478,2.54453,0.4752198457717895,3,0,0,0.4752198457717895,0.4752198457717895
671754,0,0,1,0.3134225308895111,90,1665,72,DC,James Tarkowski,h,0,0,0,0,1,0,0.0914230570197105,0.7165650725364685,0.7165650725364685,3,26624,7,Everton,2.54453,2.23478,2.54453,0.4048455879092216,3,0,0,0.3134225308895111,0.4048455879092216
671753,1,0,3,0.4817509055137634,90,1653,72,DC,Michael Keane,h,1,0,0,0,0,0,0.0,0.5709130167961121,0.5709130167961121,3,26624,7,Everton,2.54453,2.23478,2.54453,0.4817509055137634,3,0,0,0.4817509055137634,0.4817509055137634
671755,0,0,0,0.0,90,10291,72,DL,Vitalii Mykolenko,h,0,0,0,0,1,0,0.0253789965063333,0.5404778718948364,0.5404778718948364,4,26624,7,Everton,2.54453,2.23478,2.54453,0.0253789965063333,3,0,0,0.0,0.0253789965063333
671757,0,0,2,0.0894271880388259,90,9554,72,DMC,Tim Iroegbunam,h,1,0,0,0,2,0,0.0972806364297866,1.340989351272583,1.1542816162109375,7,26624,7,Everton,2.54453,2.23478,2.54453,0.1867078244686126,3,0,0,0.0894271880388259,0.1867078244686126
671756,0,0,2,0.1096467971801757,90,668,72,DMC,Idrissa Gueye,h,0,0,0,0,0,0,0.0,0.2482306361198425,0.1385838389396667,7,26624,7,Everton,2.54453,2.23478,2.54453,0.1096467971801757,3,0,0,0.1096467971801757,0.1096467971801757
671758,0,0,2,0.0679384991526603,90,8720,72,AMR,Jack Harrison,h,0,0,0,0,5,0,0.6736250519752502,0.8614973425865173,0.236273318529129,11,26624,7,Everton,2.54453,2.23478,2.54453,0.7415635511279106,3,0,0,0.0679384991526603,0.7415635511279106
671759,0,0,2,0.085495501756668,90,6756,72,AMC,Dwight McNeil,h,0,0,0,0,6,1,1.1355314254760742,1.238113284111023,0.995180606842041,12,26624,7,Everton,2.54453,2.23478,2.54453,1.2210269272327423,3,0,0,0.085495501756668,1.2210269272327423
671760,0,0,3,0.2934225797653198,84,9307,72,AML,Iliman Ndiaye,h,0,0,671762,0,0,0,0.0,0.7611274123191833,0.559127926826477,13,26624,7,Everton,2.54453,2.23478,2.54453,0.2934225797653198,3,0,0,0.2934225797653198,0.2934225797653198
671761,1,0,2,0.6399670839309692,89,5555,72,FW,Dominic Calvert-Lewin,h,0,0,671763,0,1,1,0.431667298078537,0.6989978551864624,0.2176232933998108,15,26624,7,Everton,2.54453,2.23478,2.54453,1.0716343820095062,3,0,0,0.6399670839309692,1.0716343820095062
671763,0,0,0,0.0,1,9983,72,Sub,Beto,h,0,0,0,671761,0,0,0.0,0.0,0.0,17,26624,7,Everton,2.54453,2.23478,2.54453,0.0,3,0,0,0.0,0.0
671762,0,0,0,0.0,6,1726,72,Sub,Abdoulaye Doucouré,h,0,0,0,671760,0,0,0.0,0.0,0.0,17,26624,7,Everton,2.54453,2.23478,2.54453,0.0,3,0,0,0.0,0.0
671795,0,0,0,0.0,90,181,228,GK,Bernd Leno,a,0,0,0,0,0,0,0.0,0.3357647061347961,0.3357647061347961,1,26625,8,Fulham,0.699267,1.20587,1.20587,0.0,3,0,0,0.0,0.0
671796,0,0,1,0.0748723447322845,90,5973,228,DR,Kenny Tete,a,0,0,0,0,0,0,0.0,0.504201352596283,0.4293290376663208,2,26625,8,Fulham,0.699267,1.20587,1.20587,0.0748723447322845,3,0,0,0.0748723447322845,0.0748723447322845
671798,0,0,0,0.0,90,11728,228,DC,Calvin Bassey,a,0,0,0,0,0,0,0.0,0.4970656633377075,0.4970656633377075,3,26625,8,Fulham,0.699267,1.20587,1.20587,0.0,3,0,0,0.0,0.0
671797,0,0,1,0.0801490172743797,90,3203,228,DC,Issa Diop,a,0,0,0,0,1,0,0.0553504973649978,0.4293290376663208,0.4293290376663208,3,26625,8,Fulham,0.699267,1.20587,1.20587,0.1354995146393776,3,0,0,0.0801490172743797,0.1354995146393776
671799,0,0,0,0.0,90,8940,228,DL,Antonee Robinson,a,1,0,0,0,1,1,0.3357647061347961,0.4442082345485687,0.4442082345485687,4,26625,8,Fulham,0.699267,1.20587,1.20587,0.3357647061347961,3,0,0,0.0,0.3357647061347961
671800,0,0,0,0.0,89,922,228,MC,Andreas Pereira,a,0,0,671809,0,1,0,0.0801490172743797,0.7549068927764893,0.7549068927764893,9,26625,8,Fulham,0.699267,1.20587,1.20587,0.0801490172743797,3,0,0,0.0,0.0801490172743797
671801,0,0,0,0.0,89,1537,228,MC,Sasa Lukic,a,1,0,671808,0,0,0,0.0,0.4700359404087066,0.4700359404087066,9,26625,8,Fulham,0.699267,1.20587,1.20587,0.0,3,0,0,0.0,0.0
671802,0,0,2,0.1489148139953613,74,7230,228,MC,Emile Smith-Rowe,a,0,0,671807,0,0,0,0.0,0.4970656633377075,0.4035013318061828,9,26625,8,Fulham,0.699267,1.20587,1.20587,0.1489148139953613,3,0,0,0.1489148139953613,0.1489148139953613
671803,1,0,1,0.3357647061347961,90,900,228,FWR,Adama Traoré,a,1,0,0,0,1,0,0.3784352540969848,0.8077642917633057,0.0935643166303634,14,26625,8,Fulham,0.699267,1.20587,1.20587,0.714199960231781,3,0,0,0.3357647061347961,0.714199960231781
671804,0,0,2,0.4461718797683716,81,10717,228,FW,Rodrigo Muniz,a,0,0,671806,0,0,0,0.0,0.4461718797683716,0.0,15,26625,8,Fulham,0.699267,1.20587,1.20587,0.4461718797683716,3,0,0,0.4461718797683716,0.4461718797683716
671805,0,0,1,0.0407068990170955,89,500,228,FWL,Alex Iwobi,a,0,0,671810,0,2,0,0.1613009423017501,0.537772536277771,0.4700359404087066,16,26625,8,Fulham,0.699267,1.20587,1.20587,0.2020078413188457,3,0,0,0.0407068990170955,0.2020078413188457
671806,0,0,1,0.0622550994157791,9,4105,228,Sub,Raúl Jiménez,a,0,0,0,671804,0,0,0.0,0.0622550994157791,0.0,17,26625,8,Fulham,0.699267,1.20587,1.20587,0.0622550994157791,3,0,0,0.0622550994157791,0.0622550994157791
671809,0,0,0,0.0,1,6835,228,Sub,Tom Cairney,a,0,0,0,671800,0,0,0.0,0.0,0.0,17,26625,8,Fulham,0.699267,1.20587,1.20587,0.0,3,0,0,0.0,0.0
671807,0,0,0,0.0,16,8285,228,Sub,Sander Berge,a,0,0,0,671802,2,0,0.1029619947075843,0.1029619947075843,0.0,17,26625,8,Fulham,0.699267,1.20587,1.20587,0.1029619947075843,3,0,0,0.0,0.1029619947075843
671810,0,0,0,0.0,1,5596,228,Sub,Harry Wilson,a,0,0,0,671805,0,0,0.0,0.0,0.0,17,26625,8,Fulham,0.699267,1.20587,1.20587,0.0,3,0,0,0.0,0.0
671808,0,0,0,0.0,1,910,228,Sub,Harrison Reed,a,0,0,0,671801,0,0,0.0,0.0,0.0,17,26625,8,Fulham,0.699267,1.20587,1.20587,0.0,3,0,0,0.0,0.0
671780,0,0,0,0.0,90,7027,285,GK,Arijanet Muric,h,0,0,0,0,0,0,0.0,0.0535666979849338,0.0535666979849338,1,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0,3,0,0,0.0,0.0
671781,0,0,0,0.0,90,934,285,DR,Axel Tuanzebe,h,0,0,0,0,1,0,0.0263837147504091,0.0548593811690807,0.0548593811690807,2,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0263837147504091,3,0,0,0.0,0.0263837147504091
671783,0,0,1,0.0580514557659626,90,12746,285,DC,Luke Woolfenden,h,0,0,0,0,0,0,0.0,0.0,0.0,3,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0580514557659626,3,0,0,0.0580514557659626,0.0580514557659626
671782,0,0,1,0.0092168767005205,90,12745,285,DC,Jacob Greaves,h,0,0,0,0,0,0,0.0,0.0,0.0,3,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0092168767005205,3,0,0,0.0092168767005205,0.0092168767005205
671784,0,0,1,0.0632911771535873,90,8919,285,DL,Leif Davis,h,0,0,0,0,3,1,0.3391848802566528,0.1278997659683227,0.085615798830986,4,26625,9,Ipswich,0.699267,1.20587,0.699267,0.4024760574102402,3,0,0,0.0632911771535873,0.4024760574102402
671786,0,0,0,0.0,72,8719,285,DMC,Kalvin Phillips,h,0,0,671794,0,0,0,0.0,0.0,0.0,7,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0,3,0,0,0.0,0.0
671785,0,0,0,0.0,90,12748,285,DMC,Sam Morsy,h,1,0,0,0,1,0,0.0580514557659626,0.1574467122554779,0.1574467122554779,7,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0580514557659626,3,0,0,0.0,0.0580514557659626
671787,0,0,0,0.0,90,11719,285,AMR,Chiedozie Ogbene,h,0,0,671793,0,1,0,0.0454472042620182,0.0454472042620182,0.0,11,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0454472042620182,3,0,0,0.0,0.0454472042620182
671788,0,0,2,0.0890741944313049,90,10348,285,AMC,Omari Hutchinson,h,0,0,0,0,0,0,0.0,0.1084260791540145,0.0548593811690807,12,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0890741944313049,3,0,0,0.0890741944313049,0.0890741944313049
671789,0,0,0,0.0,83,12752,285,AML,Sammie Szmodics,h,0,0,671792,0,0,0,0.0,0.0,0.0,13,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0,3,0,0,0.0,0.0
671790,1,0,4,0.4017989337444305,83,8868,285,FW,Liam Delap,h,0,0,671791,0,1,0,0.0535666979849338,0.1676815748214721,0.0,15,26625,9,Ipswich,0.699267,1.20587,0.699267,0.4553656317293644,3,0,0,0.4017989337444305,0.4553656317293644
671792,0,0,2,0.085615798830986,7,13019,285,Sub,Jack Clarke,h,0,0,0,671789,0,0,0.0,0.085615798830986,0.0,17,26625,9,Ipswich,0.699267,1.20587,0.699267,0.085615798830986,3,0,0,0.085615798830986,0.085615798830986
671793,0,0,0,0.0,1,12750,285,Sub,Conor Chaplin,h,0,0,0,671787,0,0,0.0,0.085615798830986,0.085615798830986,17,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0,3,0,0,0.0,0.0
671791,0,0,0,0.0,7,12751,285,Sub,Ali Al-Hamadi,h,1,0,0,671790,1,0,0.0571401305496692,0.0571401305496692,0.0571401305496692,17,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0571401305496692,3,0,0,0.0,0.0571401305496692
671794,0,0,0,0.0,18,10301,285,Sub,Jens Cajuste,h,0,0,0,671786,1,0,0.0284756682813167,0.085615798830986,0.0571401305496692,17,26625,9,Ipswich,0.699267,1.20587,0.699267,0.0284756682813167,3,0,0,0.0,0.0284756682813167
671811,0,0,0,0.0,90,12910,75,GK,Mads Hermansen,h,0,0,0,0,0,0,0.0,0.0292144641280174,0.0292144641280174,1,26626,10,Leicester,0.758361,2.14811,0.758361,0.0,3,0,0,0.0,0.0
671812,0,0,1,0.1190608441829681,90,7753,75,DR,James Justin,h,0,0,0,0,0,0,0.0,0.0096669672057032,0.0096669672057032,2,26626,10,Leicester,0.758361,2.14811,0.758361,0.1190608441829681,3,0,0,0.1190608441829681,0.1190608441829681
671814,0,0,1,0.0186998341232538,90,7333,75,DC,Caleb Okoli,h,1,0,671825,0,0,0,0.0,0.0575812645256519,0.0388814322650432,3,26626,10,Leicester,0.758361,2.14811,0.758361,0.0186998341232538,3,0,0,0.0186998341232538,0.0186998341232538
671813,0,0,0,0.0,90,8646,75,DC,Wout Faes,h,0,0,0,0,0,0,0.0,0.0096669672057032,0.0096669672057032,3,26626,10,Leicester,0.758361,2.14811,0.758361,0.0,3,0,0,0.0,0.0
671815,0,0,0,0.0,90,11367,75,DL,Victor Kristiansen,h,0,0,0,0,2,0,0.1377606838941574,0.5367651581764221,0.518065333366394,4,26626,10,Leicester,0.758361,2.14811,0.758361,0.1377606838941574,3,0,0,0.0,0.1377606838941574
671817,0,0,1,0.0292144641280174,70,7198,75,DMC,Oliver Skipp,h,1,0,671823,0,0,0,0.0,0.0388814322650432,0.0096669672057032,7,26626,10,Leicester,0.758361,2.14811,0.758361,0.0292144641280174,3,0,0,0.0292144641280174,0.0292144641280174
671816,0,0,0,0.0,90,971,75,DMC,Harry Winks,h,1,0,0,0,0,0,0.0,0.0096669672057032,0.0096669672057032,7,26626,10,Leicester,0.758361,2.14811,0.758361,0.0,3,0,0,0.0,0.0
671818,0,0,2,0.0217191763222217,70,12911,75,AMR,Abdul Fatawu,h,0,0,671822,0,0,0,0.0,0.0096669672057032,0.0,11,26626,10,Leicester,0.758361,2.14811,0.758361,0.0217191763222217,3,0,0,0.0217191763222217,0.0217191763222217
671819,0,0,0,0.0,90,5545,75,AMC,Wilfred Ndidi,h,0,0,671824,0,1,1,0.5083983540534973,0.518065333366394,0.0096669672057032,12,26626,10,Leicester,0.758361,2.14811,0.758361,0.5083983540534973,3,0,0,0.0,0.5083983540534973
671820,0,0,1,0.0177099276334047,69,672,75,AML,Jordan Ayew,h,0,0,671826,0,1,0,0.0096669672057032,0.0460767298936843,0.0186998341232538,13,26626,10,Leicester,0.758361,2.14811,0.758361,0.0273768948391079,3,0,0,0.0177099276334047,0.0273768948391079
671821,0,0,0,0.0,90,755,75,FW,Jamie Vardy,h,1,0,0,0,1,0,0.0292144641280174,0.0292144641280174,0.0,15,26626,10,Leicester,0.758361,2.14811,0.758361,0.0292144641280174,3,0,0,0.0,0.0292144641280174
671823,0,0,1,0.0474098362028598,20,13020,75,Sub,Bilal El Khannouss,h,0,0,0,671817,0,0,0.0,0.0474098362028598,0.0,17,26626,10,Leicester,0.758361,2.14811,0.758361,0.0474098362028598,3,0,0,0.0474098362028598,0.0474098362028598
671826,0,0,0,0.0,21,7484,75,Sub,Stephy Mavididi,h,0,0,0,671820,0,0,0.0,0.5083983540534973,0.5083983540534973,17,26626,10,Leicester,0.758361,2.14811,0.758361,0.0,3,0,0,0.0,0.0
671824,0,0,0,0.0,1,6827,75,Sub,Bobby Reid,h,0,0,0,671819,0,0,0.0,0.0,0.0,17,26626,10,Leicester,0.758361,2.14811,0.758361,0.0,3,0,0,0.0,0.0
671822,1,0,2,0.5209264755249023,20,11362,75,Sub,Facundo Buonanotte,h,0,0,0,671818,0,0,0.0,0.5209264755249023,0.0,17,26626,10,Leicester,0.758361,2.14811,0.758361,0.5209264755249023,3,0,0,0.5209264755249023,0.5209264755249023
671825,0,0,0,0.0,1,10166,75,Sub,Kasey McAteer,h,0,0,0,671814,0,0,0.0,0.0,0.0,17,26626,10,Leicester,0.758361,2.14811,0.758361,0.0,3,0,0,0.0,0.0
672627,0,0,0,0.0,90,1257,87,GK,Alisson,a,0,0,0,0,0,0,0.0,0.0,0.0,1,26631,11,Liverpool,1.50087,2.10397,2.10397,0.0,3,0,0,0.0,0.0
672628,0,0,0,0.0,81,1791,87,DR,Trent Alexander-Arnold,a,0,0,672641,0,0,0,0.0,0.1640454679727554,0.1640454679727554,2,26631,11,Liverpool,1.50087,2.10397,2.10397,0.0,3,0,0,0.0,0.0
672630,0,0,0,0.0,90,833,87,DC,Virgil van Dijk,a,1,0,0,0,1,0,0.0786957293748855,0.0786957293748855,0.0,3,26631,11,Liverpool,1.50087,2.10397,2.10397,0.0786957293748855,3,0,0,0.0,0.0786957293748855
672629,0,0,1,0.0801961049437522,90,6326,87,DC,Ibrahima Konaté,a,0,0,0,0,0,0,0.0,0.0,0.0,3,26631,11,Liverpool,1.50087,2.10397,2.10397,0.0801961049437522,3,0,0,0.0801961049437522,0.0801961049437522
672631,0,0,0,0.0,88,1688,87,DL,Andrew Robertson,a,0,0,672638,0,1,0,0.0354180969297885,0.0354180969297885,0.0,4,26631,11,Liverpool,1.50087,2.10397,2.10397,0.0354180969297885,3,0,0,0.0,0.0354180969297885
672632,0,0,0,0.0,90,8379,87,DMC,Alexis Mac Allister,a,0,0,0,0,1,0,0.0539363883435726,0.7747349739074707,0.7207985520362854,7,26631,11,Liverpool,1.50087,2.10397,2.10397,0.0539363883435726,3,0,0,0.0,0.0539363883435726
672633,0,0,0,0.0,90,10697,87,DMC,Ryan Gravenberch,a,0,0,0,0,0,0,0.0,0.441541463136673,0.441541463136673,7,26631,11,Liverpool,1.50087,2.10397,2.10397,0.0,3,0,0,0.0,0.0
